date,game_id,team,opponent,side,player_id,player_name,batting_order,position,status,lineup_status,lineup_source,home_team,away_team,venue,game_datetime
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,650490,Yandy Díaz,1,DH,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,666018,Jonathan Aranda,2,1B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,691406,Junior Caminero,3,3B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,656775,Cedric Mullins,4,CF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,802415,Chandler Simpson,5,LF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,683748,Victor Mesa Jr.,6,RF,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,680700,Richie Palacios,7,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,663743,Nick Fortes,8,C,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Tampa Bay Rays,Toronto Blue Jays,away,670764,Taylor Walls,9,SS,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
2026-07-20,822788,Toronto Blue Jays,Tampa Bay Rays,home,676391,Ernie Clement,1,2B,Pre-Game,CONFIRMED,CURRENT_BOX_SCORE,Toronto Blue Jays,Tampa Bay Rays,Rogers Centre,2026-07-20T23:07:00Z
