date,season,pitcher_id,pitcher_name,team,games,games_started,innings_pitched,innings_decimal,era,whip,strikeouts,walks,hits_allowed,earned_runs,home_runs_allowed,batters_faced,wins,losses,season_k_per_start,avg_ip_per_start,walks_per_start,hits_per_start,earned_runs_per_start,win_rate,k_per_9,bb_per_9,hits_per_9,k_minus_bb_rate
2026-07-10,2026,605400,Aaron Nola,Philadelphia Phillies,19,19,97.0,97.0,5.75,1.43,102,31,108,62,20,425,3,6,5.368421052631579,5.105263157894737,1.631578947368421,5.684210526315789,3.263157894736842,0.15789473684210525,9.463917525773196,2.8762886597938144,10.02061855670103,0.16705882352941176
2026-07-10,2026,656427,Jack Flaherty,Detroit Tigers,18,18,82.1,82.33333333333333,4.48,1.41,98,40,76,41,9,371,3,8,5.444444444444445,4.5740740740740735,2.2222222222222223,4.222222222222222,2.2777777777777777,0.16666666666666666,10.71255060728745,4.372469635627531,8.307692307692308,0.15633423180592992
2026-07-10,2026,677960,Ryan Weathers,New York Yankees,18,18,96.1,96.33333333333333,4.2,1.24,108,27,92,45,16,403,3,7,6.0,5.351851851851851,1.5,5.111111111111111,2.5,0.16666666666666666,10.089965397923876,2.522491349480969,8.595155709342562,0.20099255583126552
2026-07-10,2026,687223,Carson Palmquist,Washington Nationals,5,3,9.1,9.333333333333334,5.79,1.39,11,2,11,6,1,40,0,1,3.6666666666666665,3.111111111111111,0.6666666666666666,3.6666666666666665,2.0,0.0,10.607142857142856,1.9285714285714284,10.607142857142856,0.225
2026-07-10,2026,679883,Luinder Avila,Kansas City Royals,18,9,56.2,56.666666666666664,5.08,1.62,50,34,58,32,6,248,4,3,5.555555555555555,6.296296296296296,3.7777777777777777,6.444444444444445,3.5555555555555554,0.4444444444444444,7.9411764705882355,5.4,9.211764705882354,0.06451612903225806
2026-07-10,2026,687064,Brandon Young,Baltimore Orioles,15,15,84.1,84.33333333333333,3.42,1.35,67,31,83,32,9,363,7,2,4.466666666666667,5.622222222222222,2.066666666666667,5.533333333333333,2.1333333333333333,0.4666666666666667,7.150197628458498,3.308300395256917,8.857707509881424,0.09917355371900827
2026-07-10,2026,684007,Shota Imanaga,Chicago Cubs,19,19,108.0,108.0,4.17,1.12,105,27,94,50,22,438,5,8,5.526315789473684,5.684210526315789,1.4210526315789473,4.947368421052632,2.6315789473684212,0.2631578947368421,8.75,2.25,7.833333333333333,0.1780821917808219
2026-07-10,2026,668881,Hunter Greene,Cincinnati Reds,2,2,10.1,10.333333333333334,6.97,1.45,19,5,10,8,1,45,1,1,9.5,5.166666666666667,2.5,5.0,4.0,0.5,16.548387096774192,4.354838709677419,8.709677419354838,0.3111111111111111
2026-07-10,2026,622491,Luis Castillo,Seattle Mariners,18,15,87.2,87.66666666666667,4.93,1.37,81,28,92,48,12,390,3,8,5.4,5.844444444444445,1.8666666666666667,6.133333333333334,3.2,0.2,8.315589353612166,2.874524714828897,9.44486692015209,0.1358974358974359
2026-07-10,2026,607259,Nick Martinez,Tampa Bay Rays,18,18,105.1,105.33333333333333,2.65,1.12,62,19,99,31,11,428,8,2,3.4444444444444446,5.851851851851851,1.0555555555555556,5.5,1.7222222222222223,0.4444444444444444,5.2974683544303796,1.6234177215189873,8.458860759493671,0.10046728971962617
